section_index,rule_id,alt_idx,source,ok,timestamp
10.3.5.8.1,Yunaga-1-V,,index_diachronica_original.html:3345,1,2026-09-19T13:48:24Z
14.3.1,"Colloquial-Tamil-am-an-aːm,aːn",,index_diachronica_original.html:4543,1,2026-09-19T13:48:24Z
14.3.1,"Colloquial-Tamil-om,on-em,en-oːm,oːn-eːm,eːn",,index_diachronica_original.html:4544,1,2026-09-19T13:48:24Z
14.3.1,Colloquial-Tamil-um,,index_diachronica_original.html:4545,1,2026-09-19T13:48:24Z
17.7.2.1,Anglo-Frisian-VN,,index_diachronica_original.html:5701,1,2026-09-19T13:48:24Z
17.7.2.1.1,Old-English-ɑ̃ː,,index_diachronica_original.html:5719,1,2026-09-19T13:48:24Z
17.7.2.1.11,Falkirk-Scots-V,,index_diachronica_original.html:5974,1,2026-09-19T13:48:24Z
17.7.2.1.11,Falkirk-Scots-V_2,,index_diachronica_original.html:5979,1,2026-09-19T13:48:24Z
17.7.3.1,Old-Norse-VN,,index_diachronica_original.html:6195,1,2026-09-19T13:48:24Z
17.7.3.1,Old-Norse-Ṽ,,index_diachronica_original.html:6280,1,2026-09-19T13:48:24Z
17.7.3.1,Old-Norse-Ṽ_2,,index_diachronica_original.html:6281,1,2026-09-19T13:48:24Z
17.10.1,Proto-Indo-Aryan-Vm,,index_diachronica_original.html:6867,1,2026-09-19T13:48:24Z
17.11,"Proto-Slavic-m̩,n̩",,index_diachronica_original.html:7001,1,2026-09-19T13:48:24Z
17.11,"Proto-Slavic-eː,iː-aː,oː,uː",,index_diachronica_original.html:7004,1,2026-09-19T13:48:24Z
17.11.1,"Polish-ɛ̃,ɔ̃",,index_diachronica_original.html:7040,1,2026-09-19T13:48:24Z
17.11.1,Polish-ã,,index_diachronica_original.html:7063,1,2026-09-19T13:48:24Z
17.11.1,Polish-ãː,,index_diachronica_original.html:7064,1,2026-09-19T13:48:24Z
17.11.2,Old-Russian-ẽ-õ,,index_diachronica_original.html:7179,1,2026-09-19T13:48:24Z
17.12.1.1.3,French-ɛ̃,,index_diachronica_original.html:7576,1,2026-09-19T13:48:24Z
17.12.1.1.3,French-ỹ,,index_diachronica_original.html:7578,1,2026-09-19T13:48:24Z
17.12.1.1.5,Portuguese-ɔ̃,,index_diachronica_original.html:7653,1,2026-09-19T13:48:24Z
17.12.1.1.5,"Portuguese-ã,ãe,õe",,index_diachronica_original.html:7658,1,2026-09-19T13:48:24Z
17.13,"Proto-Tocharian-oːs,y-oːn",,index_diachronica_original.html:8271,1,2026-09-19T13:48:24Z
17.13,Proto-Tocharian-õ-oː,,index_diachronica_original.html:8273,1,2026-09-19T13:48:24Z
18.1.1,Eastern-Bakairi-VNV,,index_diachronica_original.html:8332,1,2026-09-19T13:48:24Z
18.1.2,Western-Bakairi-V-stressNV,,index_diachronica_original.html:8339,1,2026-09-19T13:48:24Z
18.2.1,Proto-Jê-Vm,,index_diachronica_original.html:8354,1,2026-09-19T13:48:24Z
18.2.2,Ofaié-Xavante-ɲV,,index_diachronica_original.html:8365,1,2026-09-19T13:48:24Z
18.3.1,"Makuráp-a/e-e/a-ı̃,ẽ",,index_diachronica_original.html:8417,1,2026-09-19T13:48:24Z
18.3.2,"Mekens-a/e,e/a-ı̃,ẽ",,index_diachronica_original.html:8439,1,2026-09-19T13:48:24Z
18.3.4,"Wayoró-a/e-e/a-ı̃,ẽ",,index_diachronica_original.html:8476,1,2026-09-19T13:48:24Z
18.4.1,Akwára-ã,,index_diachronica_original.html:8493,1,2026-09-19T13:48:24Z
18.4.1,Akwára-ã_2,,index_diachronica_original.html:8494,1,2026-09-19T13:48:24Z
18.4.1,"Akwára-ẽ,ı̃-ɨ̃-u,ũ,õ",,index_diachronica_original.html:8495,1,2026-09-19T13:48:24Z
18.4.2,"Cocama-ã-ẽ,ı̃-ɨ̃",,index_diachronica_original.html:8513,1,2026-09-19T13:48:24Z
18.4.2,Cocama-u,,index_diachronica_original.html:8514,1,2026-09-19T13:48:24Z
18.4.3,"Guajajara-ã-ẽ-ı̃-ɨ̃-õ,ũ",,index_diachronica_original.html:8529,1,2026-09-19T13:48:24Z
18.4.5,Guarayo-aN-eN-iN-ɨN-uN,,index_diachronica_original.html:8551,1,2026-09-19T13:48:24Z
18.4.5,Guarayo-õ,,index_diachronica_original.html:8552,1,2026-09-19T13:48:24Z
18.4.6,Kamayurá-ã,,index_diachronica_original.html:8562,1,2026-09-19T13:48:24Z
18.4.6,Kamayurá-u,,index_diachronica_original.html:8564,1,2026-09-19T13:48:24Z
18.4.7,Parintintín-ẽ-ı̃-ũ,,index_diachronica_original.html:8576,1,2026-09-19T13:48:24Z
18.4.8,Sirionó-aN-eN-iN-ɨN-uN,,index_diachronica_original.html:8596,1,2026-09-19T13:48:24Z
18.4.8,"Sirionó-ɨ̃,õ-ũ",,index_diachronica_original.html:8597,1,2026-09-19T13:48:24Z
18.4.9.1.2,Proto-Cinta-Larga-Suruí-Zoró-V,,index_diachronica_original.html:8618,1,2026-09-19T13:48:24Z
18.4.10,Urubu-aN-iN-uN,,index_diachronica_original.html:8659,1,2026-09-19T13:48:24Z
18.4.10,Urubu-ɨ̃-ẽ-õ,,index_diachronica_original.html:8660,1,2026-09-19T13:48:24Z
30.1,Proto-Bantu-u-ũ,,index_diachronica_original.html:10445,1,2026-09-19T13:48:24Z
30.1,Proto-Bantu-ʋ̃-ɪ̃,,index_diachronica_original.html:10446,1,2026-09-19T13:48:24Z
30.2.1,Proto-Akanic-h,,index_diachronica_original.html:10569,1,2026-09-19T13:48:24Z
30.2.1.1,Akan-ı̃,,index_diachronica_original.html:10589,1,2026-09-19T13:48:24Z
30.3.1.1.1,Ajá-ɛ-ɛ̃,,index_diachronica_original.html:10603,1,2026-09-19T13:48:24Z
30.3.1.1.1,"Ajá-jã,ẽ",0,index_diachronica_original.html:10606,1,2026-09-19T13:48:24Z
30.3.1.1.1,"Ajá-jã,ẽ",1,index_diachronica_original.html:10606,1,2026-09-19T13:48:24Z
30.3.1.1.3,"Proto-Fon-oi-ɔi-ɔ̃i-a,ɛi-ɛ̃,ẽi-ei",,index_diachronica_original.html:10623,1,2026-09-19T13:48:24Z
30.3.1.1.3,Proto-Fon-ãi,,index_diachronica_original.html:10624,1,2026-09-19T13:48:24Z
30.3.1.1.4,Proto-Gen-ɛ-ɛ̃,,index_diachronica_original.html:10635,1,2026-09-19T13:48:24Z
30.3.1.1.7,"Proto-Vhe-ɛ,e-~ɛ,ẽ",,index_diachronica_original.html:10655,1,2026-09-19T13:48:24Z
30.3.1.1.13,TÉ̣wun-n,,index_diachronica_original.html:10706,1,2026-09-19T13:48:24Z
32.1.1,Papabuco-Chatino-t,,index_diachronica_original.html:10781,1,2026-09-19T13:48:24Z
32.1.1,Papabuco-Chatino-ẽ,,index_diachronica_original.html:10805,1,2026-09-19T13:48:24Z
32.1.1,Papabuco-Chatino-ẽ_2,,index_diachronica_original.html:10806,1,2026-09-19T13:48:24Z
32.1.1,Papabuco-Chatino-ẽ_3,,index_diachronica_original.html:10807,1,2026-09-19T13:48:24Z
32.1.1,Papabuco-Chatino-ẽ_4,,index_diachronica_original.html:10808,1,2026-09-19T13:48:24Z
32.1.3,Yaitepec-Chatino-kʲ,,index_diachronica_original.html:10838,1,2026-09-19T13:48:24Z
32.1.3,Yaitepec-Chatino-kʲ_2,,index_diachronica_original.html:10839,1,2026-09-19T13:48:24Z
32.1.3,Yaitepec-Chatino-ts,,index_diachronica_original.html:10844,1,2026-09-19T13:48:24Z
32.1.3,Yaitepec-Chatino-ts_3,,index_diachronica_original.html:10846,1,2026-09-19T13:48:24Z
32.1.3,Yaitepec-Chatino-ʃ,,index_diachronica_original.html:10852,1,2026-09-19T13:48:24Z
32.1.3,Yaitepec-Chatino-nʲ,,index_diachronica_original.html:10856,1,2026-09-19T13:48:24Z
32.1.3,Yaitepec-Chatino-nʲ_2,,index_diachronica_original.html:10857,1,2026-09-19T13:48:24Z
32.1.3,Yaitepec-Chatino-h,,index_diachronica_original.html:10858,1,2026-09-19T13:48:24Z
32.1.3,Yaitepec-Chatino-ẽ,,index_diachronica_original.html:10861,1,2026-09-19T13:48:24Z
32.1.3,Yaitepec-Chatino-ẽ_2,,index_diachronica_original.html:10862,1,2026-09-19T13:48:24Z
32.1.3,Yaitepec-Chatino-ẽ_3,,index_diachronica_original.html:10863,1,2026-09-19T13:48:24Z
32.2,"Tlapanec-iHn,eHn,aHn-uHn",,index_diachronica_original.html:10884,1,2026-09-19T13:48:24Z
37.1,Proto-Iroquoian-w,,index_diachronica_original.html:12322,1,2026-09-19T13:48:24Z
37.1,Proto-Iroquoian-m,,index_diachronica_original.html:12323,1,2026-09-19T13:48:24Z
37.1,Proto-Iroquoian-ã,,index_diachronica_original.html:12327,1,2026-09-19T13:48:24Z
37.1.1,Cherokee-ẽː-õː,,index_diachronica_original.html:12369,1,2026-09-19T13:48:24Z
37.1.2.1,Cayuga-r_2,,index_diachronica_original.html:12408,1,2026-09-19T13:48:24Z
37.1.2.1,Cayuga-r_3,,index_diachronica_original.html:12409,1,2026-09-19T13:48:24Z
37.1.2.1,Cayuga-eː,,index_diachronica_original.html:12415,1,2026-09-19T13:48:24Z
37.1.2.1,Cayuga-oː,,index_diachronica_original.html:12416,1,2026-09-19T13:48:24Z
37.1.2.2.1,Wyandot-∅,,index_diachronica_original.html:12486,1,2026-09-19T13:48:24Z
37.1.2.2.1,Wyandot-∅_2,,index_diachronica_original.html:12487,1,2026-09-19T13:48:24Z
37.1.2.2.1,Wyandot-ẽː-õː-oː,,index_diachronica_original.html:12495,1,2026-09-19T13:48:24Z
37.1.2.2.1,Wyandot-ɛ̃ː,,index_diachronica_original.html:12498,1,2026-09-19T13:48:24Z
37.1.2.3,Onondaga-aː-oː-õː,,index_diachronica_original.html:12523,1,2026-09-19T13:48:24Z
37.1.2.3,Onondaga-r,,index_diachronica_original.html:12526,1,2026-09-19T13:48:24Z
37.1.2.3,Onondaga-r_2,,index_diachronica_original.html:12527,1,2026-09-19T13:48:24Z
37.1.2.3,Onondaga-õː,,index_diachronica_original.html:12532,1,2026-09-19T13:48:24Z
37.1.2.4,Proto-Mohawk-Oneida-ẽː-õː,,index_diachronica_original.html:12541,1,2026-09-19T13:48:24Z
37.1.2.4.1,Mohawk-—-wə̃,,index_diachronica_original.html:12573,1,2026-09-19T13:48:24Z
37.1.2.5,Seneca-ã,,index_diachronica_original.html:12637,1,2026-09-19T13:48:24Z
37.1.2.5,Seneca-hw,,index_diachronica_original.html:12642,1,2026-09-19T13:48:24Z
37.1.2.5,Seneca-r_3,,index_diachronica_original.html:12648,1,2026-09-19T13:48:24Z
37.1.2.5,Seneca-r_6,,index_diachronica_original.html:12651,1,2026-09-19T13:48:24Z
37.1.2.5,Seneca-aː_2,,index_diachronica_original.html:12656,1,2026-09-19T13:48:24Z
37.1.2.5,Seneca-ẽː,,index_diachronica_original.html:12657,1,2026-09-19T13:48:24Z
37.1.2.5,Seneca-aː-æː,,index_diachronica_original.html:12668,1,2026-09-19T13:48:24Z
37.1.2.5,Seneca-aː_3,,index_diachronica_original.html:12669,1,2026-09-19T13:48:24Z
37.1.2.5,Seneca-aː_4,,index_diachronica_original.html:12670,1,2026-09-19T13:48:24Z
37.1.2.5,Seneca-ẽː-õː,,index_diachronica_original.html:12671,1,2026-09-19T13:48:24Z
37.1.2.6,"Tuscarora-ẽː,õː",,index_diachronica_original.html:12689,1,2026-09-19T13:48:24Z
37.2,Proto-Siouan-ẽ-õ,,index_diachronica_original.html:12729,1,2026-09-19T13:48:24Z
37.2.3,Mandan-ã,,index_diachronica_original.html:12802,1,2026-09-19T13:48:24Z
37.2.5,Proto-Crow-Hidatsa-ã-ı̃-ũ,,index_diachronica_original.html:12881,1,2026-09-19T13:48:24Z
37.2.6.1,Kansa-ũ,,index_diachronica_original.html:12943,1,2026-09-19T13:48:24Z
37.2.6.2,Omaha-Ponca-n,,index_diachronica_original.html:12954,1,2026-09-19T13:48:24Z
37.2.6.2,Omaha-Ponca-ũ,,index_diachronica_original.html:12959,1,2026-09-19T13:48:24Z
37.2.6.3,Osage-n,,index_diachronica_original.html:12974,1,2026-09-19T13:48:24Z
37.2.6.4,Quapaw-Lʲ,,index_diachronica_original.html:12997,1,2026-09-19T13:48:24Z
37.2.6.4,Quapaw-Lʲ_2,,index_diachronica_original.html:12998,1,2026-09-19T13:48:24Z
37.2.6.4,Quapaw-ã,,index_diachronica_original.html:12999,1,2026-09-19T13:48:24Z
37.2.6.4,Quapaw-ũ,,index_diachronica_original.html:13000,1,2026-09-19T13:48:24Z
37.2.7.1,Biloxi-ã,,index_diachronica_original.html:13021,1,2026-09-19T13:48:24Z
37.2.7.2,Ofo-ã,0,index_diachronica_original.html:13039,1,2026-09-19T13:48:24Z
37.2.7.2,Ofo-ã,1,index_diachronica_original.html:13039,1,2026-09-19T13:48:24Z
44.2,Basque-Vn_2,,index_diachronica_original.html:14118,1,2026-09-19T13:48:24Z
44.2,Basque-V,,index_diachronica_original.html:14119,1,2026-09-19T13:48:24Z
44.2,Basque-Ṽ,,index_diachronica_original.html:14139,1,2026-09-19T13:48:24Z
44.2,Basque-Ṽ_2,,index_diachronica_original.html:14140,1,2026-09-19T13:48:24Z
44.2,Basque-u-ũ_2,,index_diachronica_original.html:14143,1,2026-09-19T13:48:24Z
44.2,Basque-õ,,index_diachronica_original.html:14144,1,2026-09-19T13:48:24Z
46.14,Pre-Slavic-Vowel-Changes-en-an,,index_diachronica_original.html:14435,1,2026-09-19T13:48:24Z
25.1.1,Cavineña-*ŕ,,index_diachronica_original.html:9500,0,2026-09-19T13:51:42Z
25.1.3,Reyesano-*ŕ,,index_diachronica_original.html:9523,0,2026-09-19T13:51:42Z
25.1.4,Tacana-*ŕ,,index_diachronica_original.html:9539,0,2026-09-19T13:51:42Z
6.2.2.1.14,Moroccan-Arabic-dʒ,0,index_diachronica_original.html:1481,1,2026-09-19T14:24:57Z
6.2.2.1.14,Moroccan-Arabic-dʒ,1,index_diachronica_original.html:1481,1,2026-09-19T14:24:57Z
6.2.2.1.14,Moroccan-Arabic-s,,index_diachronica_original.html:1483,1,2026-09-19T14:24:57Z
6.2.2.1.14,Moroccan-Arabic-z,,index_diachronica_original.html:1484,1,2026-09-19T14:24:57Z
20.1.1,Ç̬Ana-ǀ̃n,,index_diachronica_original.html:8726,1,2026-09-19T15:59:49Z
20.1.1,Ç̬Ana-!,0,index_diachronica_original.html:8727,1,2026-09-19T15:59:49Z
20.1.1,Ç̬Ana-!,1,index_diachronica_original.html:8727,1,2026-09-19T15:59:49Z
20.1.1,Ç̬Ana-!x,,index_diachronica_original.html:8728,1,2026-09-19T15:59:49Z
20.1.1,Ç̬Ana-!̬,,index_diachronica_original.html:8729,1,2026-09-19T15:59:49Z
20.1.2,ÇAni-ǀ̃n,,index_diachronica_original.html:8737,1,2026-09-19T15:59:49Z
20.1.2,ÇAni-!x,0,index_diachronica_original.html:8739,1,2026-09-19T15:59:49Z
20.1.2,ÇAni-!x,1,index_diachronica_original.html:8739,1,2026-09-19T15:59:49Z
20.1.3,Buga-ǀ̃n,,index_diachronica_original.html:8747,1,2026-09-19T15:59:49Z
20.1.3,Buga-!-!ˀ-!̬-!̃,,index_diachronica_original.html:8748,1,2026-09-19T15:59:49Z
20.1.3,Buga-!x,,index_diachronica_original.html:8749,1,2026-09-19T15:59:49Z
20.1.3,Buga-!̃n,0,index_diachronica_original.html:8750,1,2026-09-19T15:59:49Z
20.1.3,Buga-!̃n,1,index_diachronica_original.html:8750,1,2026-09-19T15:59:49Z
20.1.4,Kxoe-!-!ˀ-!-!̃,,index_diachronica_original.html:8758,1,2026-09-19T15:59:49Z
20.1.4,Kxoe-!x-!̃n,,index_diachronica_original.html:8759,1,2026-09-19T15:59:49Z
20.1.5,"Nama-ǀˀ,ǀxʼ",,index_diachronica_original.html:8768,1,2026-09-19T15:59:49Z
20.1.5,Nama-ǀ̃n,0,index_diachronica_original.html:8769,1,2026-09-19T15:59:49Z
20.1.5,Nama-ǀ̃n,1,index_diachronica_original.html:8769,1,2026-09-19T15:59:49Z
20.1.5,Nama-!-!ˀ-!̃n,0,index_diachronica_original.html:8770,1,2026-09-19T15:59:49Z
20.1.5,Nama-!-!ˀ-!̃n,1,index_diachronica_original.html:8770,1,2026-09-19T15:59:49Z
20.1.5,"Nama-ǂ-ǂ̃n,ǂˀ,ǂxʼ",,index_diachronica_original.html:8771,1,2026-09-19T15:59:49Z
20.1.5,"Nama-ǁˀ,ǁxʼ",,index_diachronica_original.html:8772,1,2026-09-19T15:59:49Z
20.1.6,Naro-ǀ̃n,,index_diachronica_original.html:8778,1,2026-09-19T15:59:49Z
20.1.7,!Ora-ǀ̃n,,index_diachronica_original.html:8785,1,2026-09-19T15:59:49Z
20.1.7,!Ora-!-!̃n,,index_diachronica_original.html:8786,1,2026-09-19T15:59:49Z
20.1.7,!Ora-ǂ̃n,,index_diachronica_original.html:8787,1,2026-09-19T15:59:49Z
20.1.7,!Ora-ǁˀ,0,index_diachronica_original.html:8788,1,2026-09-19T15:59:49Z
20.1.7,!Ora-ǁˀ,1,index_diachronica_original.html:8788,1,2026-09-19T15:59:49Z
20.1.8,Teti-ǀ̃n,,index_diachronica_original.html:8794,1,2026-09-19T15:59:49Z
20.1.8,Teti-ǂ-ǂ̃n-ǂˀ,,index_diachronica_original.html:8796,1,2026-09-19T15:59:49Z
20.1.8,Teti-ǁˀ-ǁxʼ,0,index_diachronica_original.html:8797,1,2026-09-19T15:59:49Z
20.1.8,Teti-ǁˀ-ǁxʼ,1,index_diachronica_original.html:8797,1,2026-09-19T15:59:49Z
20.1.9,TsÊixa-ǀ̃n-ǀxʼ,,index_diachronica_original.html:8805,1,2026-09-19T15:59:49Z
20.1.9,TsÊixa-ǂ̃n-ǂxʼ,,index_diachronica_original.html:8807,1,2026-09-19T15:59:49Z
20.1.9,TsÊixa-ǁxʼ,,index_diachronica_original.html:8808,1,2026-09-19T15:59:49Z
20.1.10,Ç̬Ui-ǀ̃n,,index_diachronica_original.html:8816,1,2026-09-19T15:59:49Z
20.2.1,ÇHoan-!!,,index_diachronica_original.html:8837,1,2026-09-19T15:59:49Z
20.2.2,Northwestern-!Xun-!!-ʘ,,index_diachronica_original.html:8855,1,2026-09-19T15:59:49Z
20.2.2,Northwestern-!Xun-ǂ,,index_diachronica_original.html:8856,1,2026-09-19T15:59:49Z
20.2.3,Southeastern-!Xun-!!-ʘ,,index_diachronica_original.html:8873,1,2026-09-19T15:59:49Z
17.7.2.1.4,Early-Modern-English-ʊ,,index_diachronica_original.html:5771,1,2026-09-19T16:01:22Z
20.1.1,Ç̬Ana-!̃n,,index_diachronica_original.html:8730,1,2026-09-19T16:01:22Z
20.1.2,ÇAni-!-!̬-!̃,,index_diachronica_original.html:8738,1,2026-09-19T16:01:22Z
20.1.4,Kxoe-!̃n,,index_diachronica_original.html:8757,1,2026-09-19T16:01:22Z
20.1.8,Teti-!-!ˀ-!̬-!̃n-!x,,index_diachronica_original.html:8795,1,2026-09-19T16:01:22Z
20.1.9,TsÊixa-!-!ˀ-!̬-!̃n-!x,,index_diachronica_original.html:8806,1,2026-09-19T16:01:22Z
20.1.10,Ç̬Ui-!̃-!x,,index_diachronica_original.html:8817,1,2026-09-19T16:01:22Z
36.2,Guānhuà-ujʔ,,index_diachronica_original.html:11847,1,2026-09-19T18:23:39Z
36.2,Guānhuà-juŋ_3,,index_diachronica_original.html:11853,1,2026-09-19T18:23:39Z
36.2,Guānhuà-yʔ_4,,index_diachronica_original.html:11859,1,2026-09-19T18:23:39Z
36.2,Guānhuà-yʔ_6,,index_diachronica_original.html:11861,1,2026-09-19T18:23:39Z
44.2,Basque-eð,,index_diachronica_original.html:14214,1,2026-09-19T18:23:39Z
36.3.1.1,"Laze-r,sl-r,sn",,index_diachronica_original.html:11926,1,2026-09-20T11:56:05Z
36.3.1.1,Laze-N̥V,,index_diachronica_original.html:11928,1,2026-09-20T11:56:05Z
36.3.1.3,"Naxi-r,sN",,index_diachronica_original.html:11974,1,2026-09-20T11:56:05Z
