section_index,section_name,rule_idx,source,ok,failure_class,reason,error_token,suggested,description
7.11,Proto-Algonquian to Munsee Delaware,24,index_diachronica_original.html:1922,True,,,,,
7.11,Proto-Algonquian to Munsee Delaware,25,index_diachronica_original.html:1923,True,,,,,
7.11,Proto-Algonquian to Munsee Delaware,26,index_diachronica_original.html:1924,True,,,,,
7.11,Proto-Algonquian to Munsee Delaware,27,index_diachronica_original.html:1925,True,,,,,
7.11,Proto-Algonquian to Munsee Delaware,28,index_diachronica_original.html:1926,True,,,,,
7.11,Proto-Algonquian to Munsee Delaware,29,index_diachronica_original.html:1927,True,,,,,
7.11,Proto-Algonquian to Munsee Delaware,30,index_diachronica_original.html:1928,True,,,,,
7.11,Proto-Algonquian to Munsee Delaware,31,index_diachronica_original.html:1929,True,,,,,
7.11,Proto-Algonquian to Munsee Delaware,32,index_diachronica_original.html:1930,True,,,,,
7.12,Proto-Algonquian to Menominee,0,index_diachronica_original.html:1935,True,,,,,
7.12,Proto-Algonquian to Menominee,1,index_diachronica_original.html:1936,True,,,,,
7.12,Proto-Algonquian to Menominee,2,index_diachronica_original.html:1937,True,,,,,
7.12,Proto-Algonquian to Menominee,3,index_diachronica_original.html:1938,True,,,,,
7.12,Proto-Algonquian to Menominee,4,index_diachronica_original.html:1939,True,,,,,
7.12,Proto-Algonquian to Menominee,5,index_diachronica_original.html:1940,True,,,,,
7.12,Proto-Algonquian to Menominee,6,index_diachronica_original.html:1941,True,,,,,
7.12,Proto-Algonquian to Menominee,7,index_diachronica_original.html:1942,True,,,,,
7.12,Proto-Algonquian to Menominee,8,index_diachronica_original.html:1943,True,,,,,
7.12,Proto-Algonquian to Menominee,9,index_diachronica_original.html:1944,True,,,,,
7.12,Proto-Algonquian to Menominee,10,index_diachronica_original.html:1945,True,,,,,
7.12,Proto-Algonquian to Menominee,11,index_diachronica_original.html:1946,True,,,,,
7.12,Proto-Algonquian to Menominee,12,index_diachronica_original.html:1947,True,,,,,
7.12,Proto-Algonquian to Menominee,13,index_diachronica_original.html:1948,True,,,,,
7.12,Proto-Algonquian to Menominee,14,index_diachronica_original.html:1949,True,,,,,
7.12,Proto-Algonquian to Menominee,15,index_diachronica_original.html:1950,True,,,,,
7.12,Proto-Algonquian to Menominee,16,index_diachronica_original.html:1951,True,,,,,
7.12,Proto-Algonquian to Menominee,17,index_diachronica_original.html:1952,True,,,,,
7.12,Proto-Algonquian to Menominee,18,index_diachronica_original.html:1953,True,,,,,
7.12,Proto-Algonquian to Menominee,20,index_diachronica_original.html:1955,True,,,,,
7.12,Proto-Algonquian to Menominee,21,index_diachronica_original.html:1956,True,,,,,
7.12,Proto-Algonquian to Menominee,22,index_diachronica_original.html:1957,True,,,,,
7.12,Proto-Algonquian to Menominee,23,index_diachronica_original.html:1958,True,,,,,
7.12,Proto-Algonquian to Menominee,24,index_diachronica_original.html:1959,True,,,,,
7.12,Proto-Algonquian to Menominee,26,index_diachronica_original.html:1961,True,,,,,
7.12,Proto-Algonquian to Menominee,27,index_diachronica_original.html:1962,True,,,,,
7.13,Proto-Algonquian to Miami-Illinois,2,index_diachronica_original.html:1969,True,,,,,
7.13,Proto-Algonquian to Miami-Illinois,3,index_diachronica_original.html:1970,True,,,,,
7.13,Proto-Algonquian to Miami-Illinois,4,index_diachronica_original.html:1971,True,,,,,
7.13,Proto-Algonquian to Miami-Illinois,5,index_diachronica_original.html:1972,True,,,,,
7.13,Proto-Algonquian to Miami-Illinois,6,index_diachronica_original.html:1973,True,,,,,
7.13,Proto-Algonquian to Miami-Illinois,8,index_diachronica_original.html:1975,True,,,,,
7.13,Proto-Algonquian to Miami-Illinois,9,index_diachronica_original.html:1976,True,,,,,
7.13,Proto-Algonquian to Miami-Illinois,10,index_diachronica_original.html:1977,True,,,,,
7.13,Proto-Algonquian to Miami-Illinois,11,index_diachronica_original.html:1978,True,,,,,
7.13,Proto-Algonquian to Miami-Illinois,12,index_diachronica_original.html:1979,True,,,,,
7.13,Proto-Algonquian to Miami-Illinois,13,index_diachronica_original.html:1980,True,,,,,
7.13,Proto-Algonquian to Miami-Illinois,14,index_diachronica_original.html:1981,True,,,,,
7.13,Proto-Algonquian to Miami-Illinois,18,index_diachronica_original.html:1985,True,,,,,
7.14,Proto-Algonquian to Mi’kmaq,0,index_diachronica_original.html:1990,True,,,,,
7.14,Proto-Algonquian to Mi’kmaq,2,index_diachronica_original.html:1992,True,,,,,
7.14,Proto-Algonquian to Mi’kmaq,4,index_diachronica_original.html:1994,True,,,,,
7.14,Proto-Algonquian to Mi’kmaq,5,index_diachronica_original.html:1995,True,,,,,
7.14,Proto-Algonquian to Mi’kmaq,6,index_diachronica_original.html:1996,True,,,,,
7.14,Proto-Algonquian to Mi’kmaq,7,index_diachronica_original.html:1997,True,,,,,
7.14,Proto-Algonquian to Mi’kmaq,8,index_diachronica_original.html:1998,True,,,,,
7.14,Proto-Algonquian to Mi’kmaq,9,index_diachronica_original.html:1999,True,,,,,
7.14,Proto-Algonquian to Mi’kmaq,10,index_diachronica_original.html:2000,True,,,,,
7.14,Proto-Algonquian to Mi’kmaq,11,index_diachronica_original.html:2001,True,,,,,
7.14,Proto-Algonquian to Mi’kmaq,12,index_diachronica_original.html:2002,True,,,,,
7.14,Proto-Algonquian to Mi’kmaq,13,index_diachronica_original.html:2003,True,,,,,
7.14,Proto-Algonquian to Mi’kmaq,14,index_diachronica_original.html:2004,True,,,,,
7.14,Proto-Algonquian to Mi’kmaq,15,index_diachronica_original.html:2005,True,,,,,
7.14,Proto-Algonquian to Mi’kmaq,16,index_diachronica_original.html:2006,True,,,,,
7.15,Proto-Algonquian to Ojibwe,0,index_diachronica_original.html:2012,True,,,,,
7.15,Proto-Algonquian to Ojibwe,1,index_diachronica_original.html:2013,True,,,,,
7.15,Proto-Algonquian to Ojibwe,2,index_diachronica_original.html:2014,True,,,,,
7.15,Proto-Algonquian to Ojibwe,3,index_diachronica_original.html:2015,True,,,,,
7.15,Proto-Algonquian to Ojibwe,4,index_diachronica_original.html:2016,True,,,,,
7.15,Proto-Algonquian to Ojibwe,5,index_diachronica_original.html:2017,True,,,,,
7.15,Proto-Algonquian to Ojibwe,6,index_diachronica_original.html:2018,True,,,,,
7.15,Proto-Algonquian to Ojibwe,7,index_diachronica_original.html:2019,True,,,,,
7.15,Proto-Algonquian to Ojibwe,8,index_diachronica_original.html:2020,True,,,,,
7.15,Proto-Algonquian to Ojibwe,10,index_diachronica_original.html:2022,True,,,,,
7.15,Proto-Algonquian to Ojibwe,11,index_diachronica_original.html:2023,True,,,,,
7.15,Proto-Algonquian to Ojibwe,12,index_diachronica_original.html:2024,True,,,,,
7.15,Proto-Algonquian to Ojibwe,13,index_diachronica_original.html:2025,True,,,,,
7.15,Proto-Algonquian to Ojibwe,14,index_diachronica_original.html:2026,True,,,,,
7.15,Proto-Algonquian to Ojibwe,15,index_diachronica_original.html:2027,True,,,,,
7.16,Proto-Algonquian to Piscataway,0,index_diachronica_original.html:2034,True,,,,,
7.16,Proto-Algonquian to Piscataway,1,index_diachronica_original.html:2035,True,,,,,
7.16,Proto-Algonquian to Piscataway,3,index_diachronica_original.html:2037,True,,,,,
7.17,Proto-Algonquian to Shawnee,0,index_diachronica_original.html:2042,True,,,,,
7.17,Proto-Algonquian to Shawnee,1,index_diachronica_original.html:2044,True,,,,,
7.17,Proto-Algonquian to Shawnee,2,index_diachronica_original.html:2045,True,,,,,
7.17,Proto-Algonquian to Shawnee,3,index_diachronica_original.html:2046,True,,,,,
7.17,Proto-Algonquian to Shawnee,4,index_diachronica_original.html:2047,True,,,,,
7.17,Proto-Algonquian to Shawnee,5,index_diachronica_original.html:2048,True,,,,,
7.17,Proto-Algonquian to Shawnee,6,index_diachronica_original.html:2049,True,,,,,
7.17,Proto-Algonquian to Shawnee,7,index_diachronica_original.html:2050,True,,,,,
7.17,Proto-Algonquian to Shawnee,8,index_diachronica_original.html:2051,True,,,,,
7.17,Proto-Algonquian to Shawnee,9,index_diachronica_original.html:2052,True,,,,,
7.17,Proto-Algonquian to Shawnee,10,index_diachronica_original.html:2053,True,,,,,
7.17,Proto-Algonquian to Shawnee,11,index_diachronica_original.html:2054,True,,,,,
7.17,Proto-Algonquian to Shawnee,12,index_diachronica_original.html:2055,True,,,,,
7.17,Proto-Algonquian to Shawnee,13,index_diachronica_original.html:2056,True,,,,,
7.17,Proto-Algonquian to Shawnee,14,index_diachronica_original.html:2057,True,,,,,
7.17,Proto-Algonquian to Shawnee,15,index_diachronica_original.html:2058,True,,,,,
7.17,Proto-Algonquian to Shawnee,16,index_diachronica_original.html:2059,True,,,,,
7.17,Proto-Algonquian to Shawnee,17,index_diachronica_original.html:2060,True,,,,,
7.17,Proto-Algonquian to Shawnee,18,index_diachronica_original.html:2061,True,,,,,
7.17,Proto-Algonquian to Shawnee,19,index_diachronica_original.html:2062,True,,,,,
7.17,Proto-Algonquian to Shawnee,20,index_diachronica_original.html:2063,True,,,,,
7.17,Proto-Algonquian to Shawnee,21,index_diachronica_original.html:2064,True,,,,,
7.17,Proto-Algonquian to Shawnee,22,index_diachronica_original.html:2065,True,,,,,
7.17,Proto-Algonquian to Shawnee,23,index_diachronica_original.html:2066,True,,,,,
7.17,Proto-Algonquian to Shawnee,24,index_diachronica_original.html:2067,True,,,,,
7.17,Proto-Algonquian to Shawnee,25,index_diachronica_original.html:2068,True,,,,,
7.17,Proto-Algonquian to Shawnee,26,index_diachronica_original.html:2069,True,,,,,
8.1,Proto-Altaic to Proto-Japonic,0,index_diachronica_original.html:2098,True,,,,,
8.1,Proto-Altaic to Proto-Japonic,1,index_diachronica_original.html:2099,True,,,,,
8.1,Proto-Altaic to Proto-Japonic,2,index_diachronica_original.html:2100,True,,,,,
8.1,Proto-Altaic to Proto-Japonic,3,index_diachronica_original.html:2101,True,,,,,
8.1,Proto-Altaic to Proto-Japonic,4,index_diachronica_original.html:2102,True,,,,,
8.1,Proto-Altaic to Proto-Japonic,5,index_diachronica_original.html:2103,True,,,,,
8.1,Proto-Altaic to Proto-Japonic,6,index_diachronica_original.html:2104,True,,,,,
8.1,Proto-Altaic to Proto-Japonic,7,index_diachronica_original.html:2105,True,,,,,
8.1,Proto-Altaic to Proto-Japonic,8,index_diachronica_original.html:2106,True,,,,,
8.1,Proto-Altaic to Proto-Japonic,9,index_diachronica_original.html:2107,True,,,,,
8.1,Proto-Altaic to Proto-Japonic,10,index_diachronica_original.html:2108,True,,,,,
8.1,Proto-Altaic to Proto-Japonic,11,index_diachronica_original.html:2109,True,,,,,
8.1,Proto-Altaic to Proto-Japonic,12,index_diachronica_original.html:2110,True,,,,,
8.1,Proto-Altaic to Proto-Japonic,13,index_diachronica_original.html:2111,True,,,,,
8.1,Proto-Altaic to Proto-Japonic,15,index_diachronica_original.html:2113,True,,,,,
8.1,Proto-Altaic to Proto-Japonic,16,index_diachronica_original.html:2114,True,,,,,
8.1,Proto-Altaic to Proto-Japonic,18,index_diachronica_original.html:2116,True,,,,,
8.1,Proto-Altaic to Proto-Japonic,19,index_diachronica_original.html:2117,True,,,,,
8.1,Proto-Altaic to Proto-Japonic,20,index_diachronica_original.html:2118,True,,,,,
8.1,Proto-Altaic to Proto-Japonic,23,index_diachronica_original.html:2121,True,,,,,
8.1,Proto-Altaic to Proto-Japonic,24,index_diachronica_original.html:2122,True,,,,,
8.1,Proto-Altaic to Proto-Japonic,25,index_diachronica_original.html:2123,True,,,,,
8.1,Proto-Altaic to Proto-Japonic,28,index_diachronica_original.html:2126,True,,,,,
8.1.1,Early Middle Japanese to Modern Japanese,0,index_diachronica_original.html:2132,True,,,,,
8.1.1,Early Middle Japanese to Modern Japanese,1,index_diachronica_original.html:2133,True,,,,,
8.1.1,Early Middle Japanese to Modern Japanese,2,index_diachronica_original.html:2134,True,,,,,
8.1.1,Early Middle Japanese to Modern Japanese,3,index_diachronica_original.html:2135,True,,,,,
8.1.1,Early Middle Japanese to Modern Japanese,4,index_diachronica_original.html:2136,True,,,,,
8.1.1,Early Middle Japanese to Modern Japanese,5,index_diachronica_original.html:2137,True,,,,,
8.1.1,Early Middle Japanese to Modern Japanese,6,index_diachronica_original.html:2138,True,,,,,
8.1.1,Early Middle Japanese to Modern Japanese,7,index_diachronica_original.html:2139,True,,,,,
8.1.1,Early Middle Japanese to Modern Japanese,8,index_diachronica_original.html:2140,True,,,,,
8.1.1,Early Middle Japanese to Modern Japanese,9,index_diachronica_original.html:2141,True,,,,,
8.1.1,Early Middle Japanese to Modern Japanese,10,index_diachronica_original.html:2142,True,,,,,
8.2,Proto-Altaic to Proto-Korean,1,index_diachronica_original.html:2150,True,,,,,
8.2,Proto-Altaic to Proto-Korean,2,index_diachronica_original.html:2151,True,,,,,
8.2,Proto-Altaic to Proto-Korean,3,index_diachronica_original.html:2152,True,,,,,
8.2,Proto-Altaic to Proto-Korean,4,index_diachronica_original.html:2153,True,,,,,
8.2,Proto-Altaic to Proto-Korean,5,index_diachronica_original.html:2154,True,,,,,
8.2,Proto-Altaic to Proto-Korean,6,index_diachronica_original.html:2155,True,,,,,
8.2,Proto-Altaic to Proto-Korean,7,index_diachronica_original.html:2156,True,,,,,
8.2,Proto-Altaic to Proto-Korean,9,index_diachronica_original.html:2158,True,,,,,
8.2,Proto-Altaic to Proto-Korean,10,index_diachronica_original.html:2159,True,,,,,
8.2,Proto-Altaic to Proto-Korean,13,index_diachronica_original.html:2162,True,,,,,
8.3,Proto-Altaic to Proto-Mongolic,0,index_diachronica_original.html:2169,True,,,,,
8.3,Proto-Altaic to Proto-Mongolic,2,index_diachronica_original.html:2171,True,,,,,
8.3,Proto-Altaic to Proto-Mongolic,3,index_diachronica_original.html:2172,True,,,,,
8.3,Proto-Altaic to Proto-Mongolic,5,index_diachronica_original.html:2174,True,,,,,
8.3,Proto-Altaic to Proto-Mongolic,6,index_diachronica_original.html:2175,True,,,,,
8.3,Proto-Altaic to Proto-Mongolic,7,index_diachronica_original.html:2176,True,,,,,
8.3,Proto-Altaic to Proto-Mongolic,8,index_diachronica_original.html:2177,True,,,,,
8.3,Proto-Altaic to Proto-Mongolic,9,index_diachronica_original.html:2178,True,,,,,
8.3,Proto-Altaic to Proto-Mongolic,10,index_diachronica_original.html:2179,True,,,,,
8.3,Proto-Altaic to Proto-Mongolic,11,index_diachronica_original.html:2180,True,,,,,
8.3,Proto-Altaic to Proto-Mongolic,12,index_diachronica_original.html:2181,True,,,,,
8.3,Proto-Altaic to Proto-Mongolic,13,index_diachronica_original.html:2182,True,,,,,
8.3,Proto-Altaic to Proto-Mongolic,15,index_diachronica_original.html:2184,True,,,,,
8.3,Proto-Altaic to Proto-Mongolic,18,index_diachronica_original.html:2187,True,,,,,
8.3,Proto-Altaic to Proto-Mongolic,19,index_diachronica_original.html:2188,True,,,,,
8.3,Proto-Altaic to Proto-Mongolic,20,index_diachronica_original.html:2189,True,,,,,
8.3,Proto-Altaic to Proto-Mongolic,21,index_diachronica_original.html:2190,True,,,,,
8.3,Proto-Altaic to Proto-Mongolic,23,index_diachronica_original.html:2192,True,,,,,
8.3,Proto-Altaic to Proto-Mongolic,25,index_diachronica_original.html:2194,True,,,,,
8.3,Proto-Altaic to Proto-Mongolic,26,index_diachronica_original.html:2195,True,,,,,
8.3,Proto-Altaic to Proto-Mongolic,27,index_diachronica_original.html:2196,True,,,,,
8.3,Proto-Altaic to Proto-Mongolic,28,index_diachronica_original.html:2197,True,,,,,
8.3,Proto-Altaic to Proto-Mongolic,30,index_diachronica_original.html:2199,True,,,,,
8.3,Proto-Altaic to Proto-Mongolic,31,index_diachronica_original.html:2200,True,,,,,
8.3,Proto-Altaic to Proto-Mongolic,33,index_diachronica_original.html:2202,True,,,,,
8.3,Proto-Altaic to Proto-Mongolic,35,index_diachronica_original.html:2204,True,,,,,
8.3,Proto-Altaic to Proto-Mongolic,36,index_diachronica_original.html:2205,True,,,,,
8.3,Proto-Altaic to Proto-Mongolic,38,index_diachronica_original.html:2207,True,,,,,
8.3,Proto-Altaic to Proto-Mongolic,39,index_diachronica_original.html:2208,True,,,,,
8.3,Proto-Altaic to Proto-Mongolic,40,index_diachronica_original.html:2209,True,,,,,
8.3,Proto-Altaic to Proto-Mongolic,41,index_diachronica_original.html:2210,True,,,,,
8.3,Proto-Altaic to Proto-Mongolic,42,index_diachronica_original.html:2211,True,,,,,
8.3,Proto-Altaic to Proto-Mongolic,43,index_diachronica_original.html:2212,True,,,,,
8.3,Proto-Altaic to Proto-Mongolic,44,index_diachronica_original.html:2213,True,,,,,
8.4,Proto-Altaic to Proto-Tungusic,0,index_diachronica_original.html:2220,True,,,,,
8.4,Proto-Altaic to Proto-Tungusic,1,index_diachronica_original.html:2221,True,,,,,
8.4,Proto-Altaic to Proto-Tungusic,2,index_diachronica_original.html:2222,True,,,,,
8.4,Proto-Altaic to Proto-Tungusic,3,index_diachronica_original.html:2223,True,,,,,
8.4,Proto-Altaic to Proto-Tungusic,4,index_diachronica_original.html:2224,True,,,,,
8.4,Proto-Altaic to Proto-Tungusic,5,index_diachronica_original.html:2225,True,,,,,
8.4,Proto-Altaic to Proto-Tungusic,6,index_diachronica_original.html:2226,True,,,,,
8.4,Proto-Altaic to Proto-Tungusic,7,index_diachronica_original.html:2227,True,,,,,
8.4,Proto-Altaic to Proto-Tungusic,8,index_diachronica_original.html:2228,True,,,,,
8.4,Proto-Altaic to Proto-Tungusic,9,index_diachronica_original.html:2229,True,,,,,
8.4,Proto-Altaic to Proto-Tungusic,11,index_diachronica_original.html:2231,True,,,,,
8.4,Proto-Altaic to Proto-Tungusic,12,index_diachronica_original.html:2232,True,,,,,
8.4,Proto-Altaic to Proto-Tungusic,13,index_diachronica_original.html:2233,True,,,,,
8.4,Proto-Altaic to Proto-Tungusic,14,index_diachronica_original.html:2234,True,,,,,
8.4,Proto-Altaic to Proto-Tungusic,16,index_diachronica_original.html:2236,True,,,,,
8.4,Proto-Altaic to Proto-Tungusic,17,index_diachronica_original.html:2237,True,,,,,
8.4,Proto-Altaic to Proto-Tungusic,18,index_diachronica_original.html:2238,True,,,,,
8.4,Proto-Altaic to Proto-Tungusic,19,index_diachronica_original.html:2239,True,,,,,
8.4,Proto-Altaic to Proto-Tungusic,20,index_diachronica_original.html:2240,True,,,,,
8.5,Proto-Altaic to Proto-Turkic,0,index_diachronica_original.html:2247,True,,,,,
8.5,Proto-Altaic to Proto-Turkic,1,index_diachronica_original.html:2248,True,,,,,
8.5,Proto-Altaic to Proto-Turkic,2,index_diachronica_original.html:2249,True,,,,,
8.5,Proto-Altaic to Proto-Turkic,3,index_diachronica_original.html:2250,True,,,,,
8.5,Proto-Altaic to Proto-Turkic,4,index_diachronica_original.html:2251,True,,,,,
8.5,Proto-Altaic to Proto-Turkic,5,index_diachronica_original.html:2252,True,,,,,
8.5,Proto-Altaic to Proto-Turkic,6,index_diachronica_original.html:2253,True,,,,,
8.5,Proto-Altaic to Proto-Turkic,7,index_diachronica_original.html:2254,True,,,,,
8.5,Proto-Altaic to Proto-Turkic,8,index_diachronica_original.html:2255,True,,,,,
8.5,Proto-Altaic to Proto-Turkic,9,index_diachronica_original.html:2256,True,,,,,
8.5,Proto-Altaic to Proto-Turkic,10,index_diachronica_original.html:2257,True,,,,,
8.5,Proto-Altaic to Proto-Turkic,12,index_diachronica_original.html:2259,True,,,,,
8.5,Proto-Altaic to Proto-Turkic,13,index_diachronica_original.html:2260,True,,,,,
8.5,Proto-Altaic to Proto-Turkic,14,index_diachronica_original.html:2261,True,,,,,
8.5,Proto-Altaic to Proto-Turkic,15,index_diachronica_original.html:2262,True,,,,,
8.5,Proto-Altaic to Proto-Turkic,16,index_diachronica_original.html:2263,True,,,,,
8.5,Proto-Altaic to Proto-Turkic,17,index_diachronica_original.html:2264,True,,,,,
8.5,Proto-Altaic to Proto-Turkic,18,index_diachronica_original.html:2265,True,,,,,
8.5,Proto-Altaic to Proto-Turkic,19,index_diachronica_original.html:2266,True,,,,,
8.5,Proto-Altaic to Proto-Turkic,20,index_diachronica_original.html:2267,True,,,,,
8.5,Proto-Altaic to Proto-Turkic,21,index_diachronica_original.html:2271,True,,,,,
8.5,Proto-Altaic to Proto-Turkic,22,index_diachronica_original.html:2272,True,,,,,
8.5,Proto-Altaic to Proto-Turkic,23,index_diachronica_original.html:2273,True,,,,,
8.5,Proto-Altaic to Proto-Turkic,24,index_diachronica_original.html:2274,True,,,,,
8.5,Proto-Altaic to Proto-Turkic,25,index_diachronica_original.html:2275,True,,,,,
8.5,Proto-Altaic to Proto-Turkic,27,index_diachronica_original.html:2277,True,,,,,
8.5.1,Proto-Turkic to Proto-Kypchak,0,index_diachronica_original.html:2282,True,,,,,
8.5.1,Proto-Turkic to Proto-Kypchak,1,index_diachronica_original.html:2283,True,,,,,
8.5.1,Proto-Turkic to Proto-Kypchak,2,index_diachronica_original.html:2284,True,,,,,
8.5.1,Proto-Turkic to Proto-Kypchak,3,index_diachronica_original.html:2285,True,,,,,
8.5.1,Proto-Turkic to Proto-Kypchak,4,index_diachronica_original.html:2286,True,,,,,
8.5.1,Proto-Turkic to Proto-Kypchak,5,index_diachronica_original.html:2287,True,,,,,
8.5.1,Proto-Turkic to Proto-Kypchak,6,index_diachronica_original.html:2288,True,,,,,
8.5.1,Proto-Turkic to Proto-Kypchak,7,index_diachronica_original.html:2289,True,,,,,
8.5.1,Proto-Turkic to Proto-Kypchak,8,index_diachronica_original.html:2290,True,,,,,
8.5.1,Proto-Turkic to Proto-Kypchak,9,index_diachronica_original.html:2291,True,,,,,
8.5.1,Proto-Turkic to Proto-Kypchak,10,index_diachronica_original.html:2292,True,,,,,
8.5.1,Proto-Turkic to Proto-Kypchak,11,index_diachronica_original.html:2293,True,,,,,
8.5.1,Proto-Turkic to Proto-Kypchak,12,index_diachronica_original.html:2294,True,,,,,
8.5.1,Proto-Turkic to Proto-Kypchak,13,index_diachronica_original.html:2295,True,,,,,
8.5.1,Proto-Turkic to Proto-Kypchak,14,index_diachronica_original.html:2296,True,,,,,
8.5.1,Proto-Turkic to Proto-Kypchak,15,index_diachronica_original.html:2297,True,,,,,
8.5.1,Proto-Turkic to Proto-Kypchak,17,index_diachronica_original.html:2299,True,,,,,
8.5.1,Proto-Turkic to Proto-Kypchak,18,index_diachronica_original.html:2300,True,,,,,
8.5.1,Proto-Turkic to Proto-Kypchak,19,index_diachronica_original.html:2301,True,,,,,
8.5.1,Proto-Turkic to Proto-Kypchak,20,index_diachronica_original.html:2302,True,,,,,
8.5.1,Proto-Turkic to Proto-Kypchak,21,index_diachronica_original.html:2303,True,,,,,
8.5.1.1,Proto-Kypchak to Kazakh,0,index_diachronica_original.html:2311,True,,,,,
8.5.1.1,Proto-Kypchak to Kazakh,1,index_diachronica_original.html:2312,True,,,,,
8.5.1.1,Proto-Kypchak to Kazakh,2,index_diachronica_original.html:2313,True,,,,,
8.5.1.1,Proto-Kypchak to Kazakh,3,index_diachronica_original.html:2314,True,,,,,
8.5.1.2,Proto-Kypchak to Kyrgyz,0,index_diachronica_original.html:2319,True,,,,,
8.5.1.2,Proto-Kypchak to Kyrgyz,1,index_diachronica_original.html:2320,True,,,,,
8.5.1.2,Proto-Kypchak to Kyrgyz,2,index_diachronica_original.html:2321,True,,,,,
8.5.1.2,Proto-Kypchak to Kyrgyz,3,index_diachronica_original.html:2322,True,,,,,
8.5.1.2,Proto-Kypchak to Kyrgyz,5,index_diachronica_original.html:2324,True,,,,,
8.5.1.2,Proto-Kypchak to Kyrgyz,6,index_diachronica_original.html:2325,True,,,,,
8.5.1.2,Proto-Kypchak to Kyrgyz,7,index_diachronica_original.html:2326,True,,,,,
8.5.1.2,Proto-Kypchak to Kyrgyz,9,index_diachronica_original.html:2328,True,,,,,
8.5.1.2,Proto-Kypchak to Kyrgyz,10,index_diachronica_original.html:2329,True,,,,,
8.5.2,Proto-Turkic to Sakha,0,index_diachronica_original.html:2334,True,,,,,
8.5.2,Proto-Turkic to Sakha,1,index_diachronica_original.html:2335,True,,,,,
8.5.2,Proto-Turkic to Sakha,4,index_diachronica_original.html:2338,True,,,,,
8.5.2,Proto-Turkic to Sakha,6,index_diachronica_original.html:2340,True,,,,,
8.5.2,Proto-Turkic to Sakha,7,index_diachronica_original.html:2341,True,,,,,
8.5.2,Proto-Turkic to Sakha,8,index_diachronica_original.html:2342,True,,,,,
9.1.1,Proto-Vietic to Muong Khen,0,index_diachronica_original.html:2389,True,,,,,
9.1.1,Proto-Vietic to Muong Khen,1,index_diachronica_original.html:2390,True,,,,,
9.1.1,Proto-Vietic to Muong Khen,2,index_diachronica_original.html:2391,True,,,,,
9.1.1,Proto-Vietic to Muong Khen,3,index_diachronica_original.html:2392,True,,,,,
9.1.1,Proto-Vietic to Muong Khen,4,index_diachronica_original.html:2393,True,,,,,
9.1.1,Proto-Vietic to Muong Khen,5,index_diachronica_original.html:2394,True,,,,,
9.1.1,Proto-Vietic to Muong Khen,6,index_diachronica_original.html:2395,True,,,,,
9.1.1,Proto-Vietic to Muong Khen,8,index_diachronica_original.html:2397,True,,,,,
9.1.1,Proto-Vietic to Muong Khen,10,index_diachronica_original.html:2399,True,,,,,
9.1.1,Proto-Vietic to Muong Khen,11,index_diachronica_original.html:2400,True,,,,,
9.1.1,Proto-Vietic to Muong Khen,12,index_diachronica_original.html:2402,True,,,,,
9.1.2,Proto-Vietic to Middle Vietnamese,2,index_diachronica_original.html:2410,True,,,,,
9.1.2,Proto-Vietic to Middle Vietnamese,3,index_diachronica_original.html:2411,True,,,,,
9.1.2,Proto-Vietic to Middle Vietnamese,6,index_diachronica_original.html:2414,True,,,,,
9.1.2,Proto-Vietic to Middle Vietnamese,8,index_diachronica_original.html:2416,True,,,,,
9.1.2,Proto-Vietic to Middle Vietnamese,11,index_diachronica_original.html:2419,True,,,,,
9.1.2,Proto-Vietic to Middle Vietnamese,12,index_diachronica_original.html:2421,True,,,,,
9.1.2,Proto-Vietic to Middle Vietnamese,14,index_diachronica_original.html:2423,True,,,,,
9.1.2,Proto-Vietic to Middle Vietnamese,15,index_diachronica_original.html:2425,True,,,,,
9.1.2.1,Middle Vietnamese to Hanoi Vietnamese,0,index_diachronica_original.html:2441,True,,,,,
9.1.2.1,Middle Vietnamese to Hanoi Vietnamese,1,index_diachronica_original.html:2442,True,,,,,
9.1.2.1,Middle Vietnamese to Hanoi Vietnamese,2,index_diachronica_original.html:2443,True,,,,,
9.1.2.1,Middle Vietnamese to Hanoi Vietnamese,3,index_diachronica_original.html:2444,True,,,,,
9.1.2.1,Middle Vietnamese to Hanoi Vietnamese,4,index_diachronica_original.html:2445,True,,,,,
9.1.2.1,Middle Vietnamese to Hanoi Vietnamese,5,index_diachronica_original.html:2446,True,,,,,
9.1.2.1,Middle Vietnamese to Hanoi Vietnamese,7,index_diachronica_original.html:2449,True,,,,,
9.1.2.1,Middle Vietnamese to Hanoi Vietnamese,9,index_diachronica_original.html:2452,True,,,,,
9.1.2.2,Middle Vietnamese to Saigon Vietnamese,0,index_diachronica_original.html:2467,True,,,,,
9.1.2.2,Middle Vietnamese to Saigon Vietnamese,1,index_diachronica_original.html:2468,True,,,,,
9.1.2.2,Middle Vietnamese to Saigon Vietnamese,2,index_diachronica_original.html:2469,True,,,,,
9.1.2.2,Middle Vietnamese to Saigon Vietnamese,3,index_diachronica_original.html:2470,True,,,,,
9.1.2.2,Middle Vietnamese to Saigon Vietnamese,4,index_diachronica_original.html:2471,True,,,,,
9.1.2.2,Middle Vietnamese to Saigon Vietnamese,5,index_diachronica_original.html:2472,True,,,,,
9.1.2.2,Middle Vietnamese to Saigon Vietnamese,7,index_diachronica_original.html:2474,True,,,,,
9.1.2.2,Middle Vietnamese to Saigon Vietnamese,8,index_diachronica_original.html:2476,True,,,,,
